,Ids,Prediction
3448,55201,[-5633.60083919]
3449,89009,[20109.4161423]
3450,87963,[23467.26637901]
3451,82718,[267526.77279203]
3452,58689,[-2294.44510749]
3453,74190,[-476762.89619068]
3454,91016,[-1479.45879429]
3455,38183,[148584.56842577]
3456,24069,[-4945.15007154]
3457,37583,[-9287.98197171]
3458,23318,[-212948.36557072]
3459,84076,[123912.73244514]
3460,36251,[8965.84821521]
3461,45764,[14362.41988191]
3462,40260,[70539.23546156]
3463,52603,[664773.33743391]
3464,80763,[10180.47512024]
3465,43011,[86797.79101842]
3466,75390,[-107794.94977853]
3467,80985,[-139.61076581]
3468,52600,[-3922632.57939086]
3469,72892,[34923829.56703813]
3470,34290,[90492.63697603]
3471,44342,[70316.59707466]
3472,79937,[-946.31284513]
3473,62401,[-305888.2958]
3474,40969,[-5775.27402691]
3475,20741,[5130.19524287]
3476,82740,[6852.49705701]
3477,74404,[34944.2575923]
3478,56823,[-6787351.40235701]
3479,71999,[-715552.09140456]
3480,97632,[239092.91400099]
3481,89105,[132433.9511278]
3482,30674,[-23436.97613447]
3483,52111,[-1727.1226266]
3484,68671,[-4539202.90791464]
3485,85600,[-696078.79948659]
3486,36183,[8976.00415702]
3487,75828,[-16995.5606349]
3488,96598,[-76729.04906064]
3489,61130,[-6666.44948899]
3490,44520,[12962.22754539]
3491,67099,[3970.79354889]
3492,40131,[180227.86682715]
3493,55000,[-10869.35573616]
3494,59981,[-3589.96351234]
3495,27968,[-179772.12915239]
3496,63173,[1383169.55412668]
3497,36866,[6362586.33564621]
3498,76012,[63714.37467173]
3499,51348,[11370.92396143]
3500,67846,[-1628174.11756645]
3501,94431,[-2328.57182369]
3502,24544,[-2048.92026614]
3503,87106,[-13326.81342813]
3504,76455,[-95374.5103727]
3505,51496,[4199.62149048]
3506,34971,[-1223649.83822652]
3507,92485,[5838.22558075]
3508,96723,[-38929.81770376]
3509,95699,[1312767.74233898]
3510,30094,[331806.44672319]
3511,97130,[3729382.041808]
3512,38072,[-16618.76970983]
3513,96551,[-25340.50483625]
3514,96705,[-11543.93031025]
3515,71337,[-8881.25890074]
3516,27694,[563151.0464895]
3517,54019,[-14494.96578419]
3518,48475,[14687.00269437]
3519,23866,[-10444.97545312]
3520,23779,[2974.67953596]
3521,47283,[-23419.2749429]
3522,85663,[71648.77199367]
3523,24183,[-14905.96918294]
3524,78327,[-3822904.7953164]
3525,64561,[10638.06826745]
3526,82926,[599988.59197606]
3527,49149,[193867.373927]
3528,27837,[8441.88947332]
3529,52846,[-39475.05619754]
3530,70934,[4184.56668746]
3531,85323,[5640.4379156]
3532,32752,[238335.12193646]
3533,69251,[265743.85566579]
3534,31029,[7695.12612818]
3535,90983,[-26098.83980472]
3536,91209,[18275.71414299]
3537,68147,[-6409.69624011]
3538,33725,[-119229.43662225]
3539,27533,[-4784.90188294]
3540,60762,[202748.11738589]
3541,75880,[-24108.08136465]
3542,67092,[-6763.83328216]
3543,20569,[-6828.48452194]
3544,85655,[-29585.5507196]
3545,24984,[439139.19025078]
3546,40769,[-11623.176475]
3547,32098,[-4579.10719304]
3548,59098,[846877.74555445]
3549,64917,[181202.8431666]
3550,71521,[18343.27674925]
3551,61905,[-26424.94351375]
3552,25804,[26153.47372212]
3553,76277,[-50392.4586771]
3554,26237,[-631490.05911878]
3555,36221,[26425.64286408]
3556,34104,[-352083.89977377]
3557,43283,[7781.22816528]
3558,68994,[-342322.2362381]
3559,24188,[118895.24898394]
3560,64673,[-536748.92465944]
3561,53648,[7491.40386642]
3562,92115,[1698.59811961]
3563,83929,[12271.36110085]
3564,80770,[129526.96341478]
3565,77074,[-4636.60636519]
3566,53464,[3058867.23261289]
3567,33359,[-578.99004191]
3568,99730,[-5852.44875544]
3569,72006,[-6621097.48662153]
3570,79231,[-91180.15936323]
3571,92643,[-2465.72134164]
3572,52562,[-5793.82081916]
3573,99230,[-64812.6361307]
3574,93899,[7948.47876772]
3575,59502,[9626528.75585279]
3576,82030,[-35117.34331732]
3577,54383,[-524586.00761243]
3578,66276,[16717.7430265]
3579,26564,[15559.98524632]
3580,77161,[-8059044.34966819]
3581,60596,[-82429.45170816]
3582,72881,[-3974.51072892]
3583,91056,[1156082.41055487]
3584,99828,[-658.51479101]
3585,96132,[-159129.41077357]
3586,78199,[3294.70155412]
3587,55502,[-20629.28144964]
3588,25341,[17588.9447236]
3589,50429,[14263.89104455]
3590,58017,[32528.35774027]
3591,36571,[-43889.07481294]
3592,80005,[-29915.80608472]
3593,89013,[23935.32512459]
3594,78449,[-22.36646842]
3595,73460,[-9950.44332098]
3596,73383,[3620024.53559987]
3597,62774,[-559.41751453]
3598,46844,[-25117.51338967]
3599,64223,[579120.66504018]
3600,80983,[-1572795.32937256]
3601,60142,[2257.12479316]
3602,81015,[-435749.065996]
3603,89758,[-2828.65996667]
3604,94785,[-12773.67576508]
3605,82448,[-1147.74861206]
3606,53663,[-1404905.02976215]
3607,38591,[-350092.76624665]
3608,33007,[-321505.4043492]
3609,23091,[9283.1309599]
3610,56910,[-114477.22519458]
3611,29343,[-2830291.78139471]
3612,25444,[-16883.58210553]
3613,82260,[844792.06859326]
3614,70446,[-51232.90769055]
3615,21070,[1208621.17930466]
3616,60752,[-20177.19569647]
3617,74852,[-138603.2820482]
3618,54815,[14502.19237265]
3619,57371,[9178.75180256]
3620,82757,[40651.13779156]
3621,47286,[5175.28850521]
3622,76782,[86885.20643198]
3623,72504,[-306551.44262802]
3624,71746,[956.26039617]
3625,39626,[13331.95386453]
3626,34588,[-917789.34660002]
3627,54397,[1271.47341927]
3628,39078,[-119064.6909497]
3629,90212,[42318.69381641]
3630,56919,[75713.7402173]
3631,85417,[-28650.57244059]
3632,67665,[-776445.33447098]
3633,58006,[578267.9344964]
3634,91952,[-615.25002307]
3635,89138,[62590.06535971]
3636,26502,[192704.35910085]
3637,90243,[-19107.74436183]
3638,49936,[-3696.00328021]
3639,35514,[-3439.76596052]
3640,53031,[28619.78618681]
3641,66531,[-1626199.05528251]
3642,76414,[-2810.31360866]
3643,96814,[226714.98455163]
3644,75364,[-44803.09845268]
3645,51194,[828020.32045348]
3646,67120,[-27798.11624278]
3647,61009,[-102714.10731295]
3648,73049,[-6785.72974651]
3649,44259,[-3332243.86349412]
3650,51313,[-4977.95301033]
3651,91435,[3646.44951914]
3652,49631,[14320.66521391]
3653,47208,[-2179.18060672]
3654,37966,[62407.56131259]
3655,30604,[49643.25351868]
3656,79320,[-1098.36999823]
3657,53096,[-1618.07692978]
3658,34167,[-10167.54461196]
3659,44114,[-8872.23791698]
3660,26788,[-11352.95340111]
3661,24273,[2711.79199879]
3662,71079,[-509075.46305629]
3663,97604,[-215912.08040681]
3664,24291,[14075.45349623]
3665,42919,[9593.24418502]
3666,22223,[4984.53860835]
3667,91175,[-21783788.54037348]
3668,62785,[18223.7764246]
3669,83218,[-23342.62028221]
3670,71777,[-12870.2854665]
3671,76496,[414601.07622223]
3672,92740,[-4823.46880961]
3673,36930,[1250125.14656454]
3674,98935,[8396.37947309]
3675,88892,[167107.0233867]
3676,33526,[3902873.7278586]
3677,65430,[-4774.41863844]
3678,74375,[4666567.70170407]
3679,37917,[-180610.31171503]
3680,42156,[122660.90236916]
3681,85953,[2837.94159212]
3682,40657,[-165354.79736486]
3683,54566,[153942.84074825]
3684,40500,[9078.47100871]
3685,52747,[216914.13202826]
3686,66083,[18151.62401224]
3687,66443,[5811.18003515]
3688,20624,[-12875.57796253]
3689,94723,[2501938.41849223]
3690,41210,[-6567.69891906]
3691,37610,[-1651346.22057061]
3692,57899,[11187.34520014]
3693,27827,[17948.29225133]
3694,31309,[614115.99573943]
3695,97798,[4077.44272725]
3696,38444,[242906.46666321]
3697,73789,[10040.53969469]
3698,75292,[-28476.64366392]
3699,53831,[80698.69748211]
3700,86352,[-76140.94567043]
3701,95940,[9184.5261913]
3702,80265,[6198.88542536]
3703,35099,[31016.52968811]
3704,86604,[-100055.56387609]
3705,71321,[-184492.2927679]
3706,99069,[172086.79879044]
3707,39432,[7910.40226204]
3708,38623,[-1155025.61389929]
3709,60812,[7171.49203866]
3710,96331,[8017.96176297]
3711,47121,[-11920.40386786]
3712,99980,[-3240.87545629]
3713,72032,[61665.29790334]
3714,86682,[583214.08786026]
3715,62770,[14684.48008401]
3716,73501,[-21853.60841477]
3717,64826,[3141.35876894]
3718,90669,[-14002.09052737]
3719,88437,[-22023.66148311]
3720,28724,[-5830.15702661]
3721,93252,[5008.83131555]
3722,90603,[-391730.59318379]
3723,73040,[1319.28416822]
3724,68660,[-312211.5990377]
3725,42733,[23358.10127178]
3726,48233,[-23515.48488591]
3727,53980,[8494291.01540872]
3728,75233,[-3488.79014773]
3729,99787,[-35.09274242]
3730,66157,[4295.18801718]
3731,64638,[20784.26451133]
3732,77144,[-44734.74250278]
3733,94958,[10949.24524839]
3734,93515,[-34180.41725809]
3735,49240,[8931.83228242]
3736,34258,[-197279.14805469]
3737,76639,[36037.69103741]
3738,77178,[-1582294.92954868]
3739,30348,[-13426.56818665]
3740,81772,[-23146.05981488]
3741,25018,[391776.82327584]
3742,76085,[46670.57461782]
3743,79903,[14453.41002581]
3744,99531,[60918.38184787]
3745,99300,[650314.26845658]
3746,60077,[17075.5386018]
3747,49592,[-6745.71694035]
3748,94985,[-1266709.53887484]
3749,23836,[34506.9950321]
3750,39239,[77.86452982]
3751,83512,[-143741.44582678]
3752,37619,[2103.72412499]
3753,99801,[-45131.00918864]
3754,44179,[-180759.52713562]
3755,95207,[-38907.37748673]
3756,76186,[3734.66934378]
3757,59175,[-9689556.84247147]
3758,24722,[20772.7467233]
3759,73958,[-21855.30929903]
3760,28222,[178642.10716324]
3761,44960,[-89514.91550773]
3762,60171,[-17024.9024462]
3763,90174,[3919.99542775]
3764,82660,[6537.31865563]
3765,83776,[-54622.33297907]
3766,53323,[-2961.10476762]
3767,33846,[2460786.66756029]
3768,34307,[5863.46929524]
3769,91436,[1461558.96537264]
3770,69485,[15174.68058677]
3771,84170,[10953.70956324]
3772,51404,[-45005.89402922]
3773,37285,[36852.60604383]
3774,61073,[19498.68117488]
3775,64428,[-1203105.21705293]
3776,38203,[-24275.41451117]
3777,75036,[-13651.74583715]
3778,61401,[-2584473.21239156]
3779,63405,[-23872.5069845]
3780,69174,[1327.97506979]
3781,44765,[-1409003.25417514]
3782,98805,[44597.69090303]
3783,84207,[1096520.7289889]
3784,89482,[3635782.02394748]
3785,30044,[5943.32061545]
3786,59183,[-105759.26981426]
3787,36208,[-14804.62031165]
3788,38143,[-28407.43337525]
3789,66809,[-6729.66874581]
3790,52046,[-75510.63649034]
3791,84897,[9278731.13920622]
3792,96687,[-10518.59044518]
3793,27424,[4689756.39640808]
3794,66024,[-53145.40211524]
3795,53974,[19675.02372924]
3796,43344,[-9222.67279386]
3797,55677,[10610494.46301909]
3798,54201,[22836.70218092]
3799,58669,[-28772.56058582]
3800,65329,[2536.7744174]
3801,28961,[72949.70101517]
3802,98950,[-48366.56303036]
3803,46548,[15645.87609764]
3804,70839,[-29050.25557537]
3805,24127,[1301661.14957948]
3806,26989,[2451.41012509]
3807,25199,[-7062.33252377]
3808,59322,[3443.84209004]
3809,65209,[-165799.04300625]
3810,31683,[-25851.53638358]
3811,91600,[-2723.81967795]
3812,79247,[1035254.30730078]
3813,88878,[-19831.47887402]
3814,37362,[-12503.19055711]
3815,64373,[-32823.61534587]
3816,90949,[23582.38793576]
3817,95834,[53861.65746694]
3818,87153,[-459070.34198715]
3819,95099,[553894.49526299]
3820,50834,[-4812.76628533]
3821,92888,[216983.02924947]
3822,71682,[377404.20367272]
3823,21567,[-14339.56705474]
3824,61055,[-9227.05668195]
3825,35486,[-9097.58043143]
3826,32615,[-19101.33756134]
3827,28452,[-2179.14789199]
3828,81290,[951.82544357]
3829,88776,[3805464.09278752]
3830,70891,[-24716.3268088]
3831,46181,[-8793.26175978]
3832,61541,[17083.40034632]
3833,89344,[221342.24048173]
3834,35202,[55945.3854058]
3835,48623,[110743.17234438]
3836,40357,[-66301.91537075]
3837,31897,[1421725.3040314]
3838,21773,[285.05090933]
3839,26668,[2953280.312491]
3840,88940,[-194004.16673276]
3841,62614,[935.06662374]
3842,53284,[-29779.65043646]
3843,75934,[-1061626.44873278]
3844,53654,[3524.56639587]
3845,88443,[-193891.98688977]
3846,38297,[17370.09657756]
3847,74780,[119073.64383865]
3848,64306,[8594.98401336]
3849,99436,[-695697.29180062]
3850,62706,[6463.77443803]
3851,37109,[-27690.88520757]
3852,71529,[-53515.04816002]
3853,36470,[-126499.78254575]
3854,80459,[-11776.84051522]
3855,57832,[-40993.45624657]
3856,55004,[2465.74332437]
3857,51334,[222039.13585128]
3858,23514,[-7377.75179475]
3859,83692,[-49410.75153481]
3860,55824,[21281.61634191]
3861,40839,[-105946.7506751]
3862,53414,[-980806.0092969]
3863,90563,[-299983.07848044]
3864,38626,[16521.35723816]
3865,47674,[-17077.03783926]
3866,36158,[-24311.50173053]
3867,96841,[16050.01692826]
3868,20110,[311565.27981457]
3869,46681,[4963.97657085]
3870,78409,[7265.61631731]
3871,95487,[303304.27214587]
3872,37802,[-8359.09963066]
3873,28886,[2545.09772758]
3874,89784,[668144.04360009]
3875,42387,[3281.65630965]
3876,30204,[-505779.13406541]
3877,43199,[-5793.19850512]
3878,55513,[6294.85126083]
3879,42985,[-511312.94468967]
3880,59052,[11026.67356439]
3881,45812,[-289350.15762874]
3882,78035,[-12195.5369715]
3883,61676,[62834.49207339]
3884,89258,[-1405.96692407]
3885,67862,[10700.47594761]
3886,21876,[15530.16756464]
3887,56709,[-388546.02911062]
3888,88563,[1383414.57372068]
3889,37123,[-4941.50554204]
3890,51355,[1775.45476275]
3891,98186,[24110.93880239]
3892,73812,[503111.47567635]
3893,57254,[-3361.97278118]
3894,91093,[-32251.55505974]
3895,72105,[301868.02043561]
3896,28982,[-6373.64554861]
3897,68521,[5860.75433599]
3898,88690,[189.98633017]
3899,97748,[-430.14843403]
3900,97061,[-3793091.87076563]
3901,27633,[-447457.84729352]
3902,64850,[-2688948.13325455]
3903,82461,[49826.21688127]
3904,80991,[-12731.76294273]
3905,65756,[541177.8469798]
3906,61366,[-603128.07103911]
3907,57871,[-323337.35550922]
3908,27406,[-64118.35906018]
3909,58176,[1836.2490406]
3910,48012,[319576.29857727]
3911,29743,[-9237.7176544]
3912,90367,[-22763.42402277]
3913,67920,[4049.72787219]
3914,62224,[14773.02285007]
3915,99838,[1037.17615115]
3916,98883,[-1764028.63148485]
3917,58824,[-175592.12497841]
3918,63544,[-434.91040698]
3919,38041,[-93807.69865368]
3920,71080,[-772670.5193122]
3921,58781,[28873.93967516]
3922,77162,[688267.16221166]
3923,20911,[-3390057.28131523]
3924,50536,[14287.14627597]
3925,83103,[-35512.75542466]
3926,64957,[1590411.00533436]
3927,41897,[-443886.1838799]
3928,59189,[-3585.04386938]
3929,46318,[-87958.6889294]
3930,21497,[-10398.98121659]
3931,25152,[-22986.44085808]
3932,54405,[-11181.19216203]
3933,33417,[-4186.99969176]
3934,79122,[-21790.72344633]
3935,65619,[16338.23246166]
3936,82758,[-33874.72580145]
3937,34855,[26218.16103322]
3938,55757,[-20515.91835439]
3939,56501,[18184.12909835]
3940,45693,[37461.89259474]
3941,38417,[-10640.92698842]
3942,48341,[1484.0196502]
3943,78676,[-46627.83094987]
3944,74938,[-45180.72560339]
3945,88381,[-874443.02607715]
3946,63751,[2777.98409927]
3947,96667,[-9220.23752214]
3948,34092,[2968.12252309]
3949,76454,[34565.77101704]
3950,57007,[384994.47750466]
3951,81885,[195350.96978859]
3952,73154,[-12515775.2783969]
3953,26593,[2880.42631858]
3954,59850,[-35432.86552488]
3955,84049,[12011.3173731]
3956,58777,[-304.43066325]
3957,50576,[-22961.61098742]
3958,46369,[-2489557.94647694]
3959,56718,[-143284.13443805]
3960,23238,[6587.79492559]
3961,75450,[-3155.26605199]
3962,23889,[11022.64195798]
3963,51770,[16453.42506165]
3964,81878,[39596.646417]
3965,38763,[2314.24144864]
3966,97693,[-2138677.26220457]
3967,61999,[1572054.46504301]
3968,92562,[-324642.67794245]
3969,99136,[-33629.33126763]
3970,32256,[679.81566916]
3971,26510,[-9550.28275752]
3972,54348,[-7484772.97402192]
3973,64534,[-17906.04205814]
3974,52411,[2333.4521244]
3975,69635,[126945.20643483]
3976,49491,[-4870.25587702]
3977,79254,[483392.28540187]
3978,43487,[-57758.56568005]
3979,32938,[8965.18883517]
3980,79486,[-71482.07255224]
3981,90543,[18967.28220425]
3982,61331,[40776.52685121]
3983,46516,[294840.08559198]
3984,30155,[1079512.29870389]
3985,47730,[-40455.81658308]
3986,54203,[702425.80930392]
3987,89111,[1031844.26068963]
3988,49777,[9440.95160013]
3989,33971,[3645.91690172]
3990,30780,[22836.81941706]
3991,48932,[4230.03074261]
3992,75211,[-8822.56906389]
3993,35134,[2099.68485667]
3994,59235,[3009.73226185]
3995,98415,[525765.09395734]
3996,66147,[12172.83670809]
3997,81609,[-59759.03170123]
3998,82977,[-937.06334397]
3999,42214,[8892.4467801]
4000,69014,[2487649.86776664]
4001,51473,[-92117.68552695]
4002,67734,[5379.18374692]
4003,26572,[-43290.06459015]
4004,56570,[-251443.31060013]
4005,80580,[3635.01118512]
4006,50800,[14067.68203198]
4007,76951,[6512.20020989]
4008,38736,[13534.77245229]
4009,39128,[-75773.9570684]
4010,76481,[3430.13736654]
4011,56309,[-142502.56417067]
4012,39293,[32195.22800706]
4013,82072,[3866.1537136]
4014,36938,[-6412.40996451]
4015,67445,[6093.92869324]
4016,39265,[129167.2513306]
4017,88684,[2266.18717214]
4018,87037,[15380.00143797]
4019,79571,[6932.6990708]
4020,85941,[-2875.53030167]
4021,39279,[731.48094754]
4022,66476,[1594.73419003]
4023,81189,[11214.75971769]
4024,51969,[-1670975.3237215]
4025,93072,[12347.31356537]
4026,86290,[-26547.17540405]
4027,30111,[65.56002049]
4028,98592,[11052.73348897]
4029,97515,[2819.19474837]
4030,66199,[-6129.51545891]
4031,48393,[48578.91607285]
4032,91948,[-3521.81370985]
4033,80834,[-1484900.3942949]
4034,85909,[-19639.46099677]
4035,76551,[21038.66408038]
4036,51057,[17031.09646335]
4037,72279,[53646.08122371]
4038,89498,[45545.58065704]
4039,91546,[106033.71562662]
4040,75988,[-29953.98850951]
4041,78577,[-3044.38836846]
4042,59217,[70158.86140206]
4043,59901,[-1151384.40847783]
4044,24906,[-139252.00212776]
4045,93679,[-13311.78031082]
4046,37322,[-166863.67795845]
4047,89794,[-16260.83758284]
4048,50347,[11523.62930849]
4049,40039,[9504.52241725]
4050,43634,[-65344.52242585]
4051,43592,[6450.31005016]
4052,60835,[-5346022.53060469]
4053,52618,[2744.63296706]
4054,86920,[-4731.47259188]
4055,21719,[21329.39528077]
4056,41871,[13803.34686783]
4057,75577,[-52662.63139307]
4058,79902,[-13566.19802724]
4059,68976,[1338989.03585696]
4060,64924,[-4845.73879806]
4061,84192,[-374.83350201]
4062,45148,[568025.31348451]
4063,68947,[-4530.44040377]
4064,93082,[-8257.07555841]
4065,86396,[8405.92103676]
4066,76742,[15746.84510223]
4067,91674,[-15490.2589372]
4068,79984,[-5600804.01828216]
4069,33490,[-90935.24532801]
4070,22326,[810718.47148696]
4071,20351,[12291.97633942]
4072,33848,[-83146.20031652]
4073,49455,[5976.4888302]
4074,63213,[-13444.87683561]
4075,45708,[1211378.92503431]
4076,94075,[-26266.48545937]
4077,70593,[-11605.08910144]
4078,73190,[-819892.43653021]
4079,63581,[-416922.00111416]
4080,60304,[-411379.31163168]
4081,81971,[-1803.90780529]
4082,46099,[-73900.8496444]
4083,90122,[5175.68488702]
4084,31470,[-28238.74469899]
4085,96012,[-37567.50190324]
4086,77595,[2287569.74589048]
4087,24274,[-5115.58621093]
4088,31331,[-10019.32606131]
4089,48971,[-36572.71996246]
4090,98171,[-1221887.57204411]
4091,21812,[114365.40515698]
4092,65651,[3423.87169692]
4093,39930,[-89552.64246661]
4094,46552,[87964.48229702]
4095,20584,[-6377.11295019]
4096,96411,[-46308.23337135]
4097,94086,[7586.88969066]
4098,20732,[-2803.03430334]
4099,49855,[1982.08474436]
4100,85614,[-15686.28072324]
4101,29980,[242741.23129278]
4102,31376,[3124.87305097]
4103,24216,[-26638.92728914]
4104,25845,[-784.94629421]
4105,40278,[-549889.92895514]
4106,45707,[-26859.68560749]
4107,59300,[9525.7856205]
4108,93954,[7502.01949474]
4109,44812,[-8844.27184053]
4110,74712,[-20566.1202529]
4111,81687,[-9164109.94923329]
4112,45733,[2176002.03672638]
4113,73243,[-28738.3146209]
4114,72901,[-15987.05550324]
4115,30872,[1207.41839168]
4116,63008,[-121650.13684408]
4117,36438,[10477.93611664]
4118,56091,[2223.57518984]
4119,57837,[224109.15856191]
4120,72491,[480594.2218376]
4121,20128,[-603711.03901116]
4122,90952,[6633.63147564]
4123,96580,[1136.45428828]
4124,75736,[-168.06584781]
4125,55554,[-115487.83335456]
4126,26399,[10384.07659789]
4127,34794,[784308.21119379]
4128,54495,[-21114.71618131]
4129,64370,[-419.97410768]
4130,24697,[-2505.0651904]
4131,88256,[-5775.39455572]
4132,52728,[45947.35975497]
4133,68048,[-27496.35829675]
4134,59164,[-15751091.5983222]
4135,56737,[-11615.27517364]
4136,43600,[-225.17667317]
4137,50733,[11022.71108636]
4138,64464,[1769.68186047]
4139,77999,[22560.72002663]
4140,40299,[-130133.81423048]
4141,58896,[2879533.48881154]
4142,41946,[62435.75640632]
4143,48918,[-729462.10972127]
4144,39754,[18334.06481932]
4145,75247,[13288.50054461]
4146,39953,[14572903.00034428]
4147,89563,[14830.8367893]
4148,45085,[-3169.55324371]
4149,90492,[16804.83174269]
4150,34342,[-4440.95785447]
4151,96197,[-10602.45101416]
4152,62090,[184712.6250123]
4153,73934,[8322.45076688]
4154,30758,[-2565.51885714]
4155,54104,[-85468.9426062]
4156,76804,[-5334.41684521]
4157,64780,[-386340.55136591]
4158,28005,[1610142.69671273]
4159,98878,[1419509.40371263]
4160,33141,[36681.31720282]
4161,32052,[-4543.64224429]
4162,42804,[105762.77041503]
4163,56436,[-30053.07803865]
4164,32637,[3632.10489301]
4165,92216,[2694.79847102]
4166,62083,[-9689.99544698]
4167,93391,[3060.19596416]
4168,99191,[62167.83773265]
4169,99536,[2057299.61537585]
4170,71065,[29093.28749927]
4171,60858,[8041.98271996]
4172,43925,[174035.63441527]
4173,74651,[-3870.72098465]
4174,43471,[91339.11804134]
4175,61140,[3186.54116505]
4176,71137,[-359502.28626235]
4177,58273,[114912.93195105]
4178,68422,[443337.33994097]
4179,35328,[-35797.93694839]
4180,93828,[-514503.01446646]
4181,87634,[17674.05844718]
4182,96652,[-298886.348908]
4183,47062,[-83224.60576396]
4184,21407,[-4896334.7651125]
4185,35635,[104707.64792989]
4186,67620,[10220.48575835]
4187,38543,[3485.3187454]
4188,22102,[52213.15285822]
4189,21918,[-12036.54055993]
4190,25269,[1423.18540163]
4191,40892,[13569.84916756]
4192,35597,[-27293.15353526]
4193,83106,[855388.82580878]
4194,47846,[697543.2840623]
4195,35836,[-271714.64257238]
4196,34756,[3950.78962256]
4197,30499,[25599.38259376]
4198,39197,[-312050.51422322]
4199,94751,[-19534.10238662]
4200,57395,[-12975.90215006]
4201,43979,[9560.50996267]
4202,94277,[13401.80899176]
4203,22515,[-5908.70573652]
4204,63902,[27625.98098406]
4205,27660,[2899.65757919]
4206,97875,[936182.71694678]
4207,31757,[-21862.14629097]
4208,75431,[141.72880324]
4209,51876,[-31687.25989396]
4210,41243,[-5947.8348965]
4211,87987,[-68348.72127096]
4212,49464,[-15865.07484727]
4213,20743,[5254.68797597]
4214,37994,[-98418.05138384]
4215,21534,[-8848.13758763]
4216,37711,[12939.31500649]
4217,33324,[-529055.04279164]
4218,89540,[-17457.83265754]
4219,31768,[-450786.44299723]
4220,92849,[1973.74441345]
4221,98205,[17393.05297291]
4222,40745,[-1131006.38300916]
4223,23749,[29566.29958382]
4224,38580,[8726.10000812]
4225,99817,[-17674.60553173]
4226,40215,[-27754.36796011]
4227,83221,[-7017.04971551]
4228,33591,[-5897.44724575]
4229,95879,[131723.97910092]
4230,72371,[2518.79445745]
4231,82786,[5563665.44076883]
4232,61616,[13395.23034778]
4233,52995,[7578.39751856]
4234,42623,[5724.51980162]
4235,99379,[-5454.22251377]
4236,57017,[6090138.02522043]
4237,63235,[-144234.95589328]
4238,31289,[2048.80066063]
4239,75101,[-3494.96413006]
4240,80827,[397902.52371476]
4241,49379,[-201364.60158739]
4242,65499,[62409.52770395]
4243,76903,[37762.76984165]
4244,21578,[-14960.29600709]
4245,34155,[-6601.9279009]
4246,40727,[343.74919537]
4247,60493,[10833.84528268]
4248,94221,[-52323.39974898]
4249,56600,[-77773.83554862]
4250,46709,[-28923.63056666]
4251,95660,[-3120.20598683]
4252,88962,[3051087.63931948]
4253,53979,[1495474.54554918]
4254,42727,[152327.06104521]
4255,81393,[48495.12476228]
4256,29512,[-36758.08618797]
4257,61176,[-15909051.19160946]
4258,59417,[660187.09970875]
4259,79280,[13781.3681037]
4260,93666,[-14764.86392319]
4261,66703,[4722.90568678]
4262,51437,[28015.24532891]
4263,37364,[163.51382071]
4264,50157,[2962.01422644]
4265,98207,[9925.91043273]
4266,28910,[9442.82507229]
4267,86776,[-18055.27755667]
4268,30742,[15697.06413491]
4269,26122,[3956.17896147]
4270,62644,[-1139269.1351482]
4271,61945,[71515.16072758]
4272,69322,[-10204.72790203]
4273,52329,[-16624.22213015]
4274,56401,[-82605.94557514]
4275,94824,[16057.12092718]
4276,20531,[-313541.4624539]
4277,98101,[72402.98488716]
4278,97000,[-26474.70830815]
4279,88524,[9318.68037017]
4280,38719,[878826.08430934]
4281,66926,[3659.83580199]
4282,88245,[365560.34422004]
4283,46238,[12712.89251444]
4284,87208,[-27423.08100729]
4285,59109,[12371.01980392]
4286,69608,[-20316.36188898]
4287,26976,[24003.41378174]
4288,58331,[-192754.95706122]
4289,99280,[14312.38882355]
4290,88701,[3431.17928847]
4291,99511,[202620.06473008]
4292,90815,[3949883.15163276]
4293,45144,[-3737557.7810071]
4294,24251,[-4602.85859112]
4295,49145,[-375792.30447263]
4296,91478,[2253424.45831104]
4297,80884,[1539.37280935]
4298,98526,[1981948.31243502]
4299,79253,[9567.67831087]
4300,57640,[-15107.14780074]
4301,24348,[8610.13103502]
4302,98406,[-40688.37900823]
4303,75440,[1632079.20826052]
4304,22520,[4362.22644714]
4305,59811,[4702946.726323]
4306,48596,[13118.06510626]
4307,52215,[292408.34372724]
4308,82850,[2614.91817761]
4309,20331,[-10261.59005771]
4310,35819,[-7918.25913618]
4311,41998,[3559.40321023]
4312,47021,[5409765.16225383]
4313,67704,[-2639.12996217]
4314,26006,[791841.72981606]
4315,35297,[435416.59949609]
4316,70572,[-10212.48090052]
4317,72025,[9204.6835674]
4318,53359,[-165086.95499864]
4319,97170,[-19611.72661935]
4320,61025,[-90.00923785]
4321,97681,[862994.41395924]
4322,37686,[-2506.888377]
4323,73665,[-6856.04233091]
4324,71819,[191693.03603103]
4325,32198,[530.75285127]
4326,86745,[5415.53501933]
4327,89946,[-218714.39763978]
4328,38379,[-2821.44448057]
4329,78878,[3614.00641406]
4330,87966,[-29154.58112283]
4331,54055,[-24355.05776405]
4332,77335,[5355.22587448]
4333,62713,[62320.82184007]
4334,72561,[-3568.4412664]
4335,97493,[-22740.60041576]
4336,70671,[-26940.45393858]
4337,25440,[-982.82314573]
4338,67790,[1106.66758811]
4339,89851,[88239.12344884]
4340,53963,[204.14374971]
4341,83762,[12384.55803848]
4342,70189,[7809.6512266]
4343,26820,[-3007.53292572]
4344,38734,[-2728.38482104]
4345,73647,[2166.32481227]
4346,49215,[-21203.37140944]
