,Ids,Prediction
3377,56610,[-330.67627084]
3378,65971,[184.50610453]
3379,68035,[61.9260845]
3380,61865,[-46.06585762]
3381,69673,[11.55862358]
3382,97209,[-171.98599938]
3383,44979,[10.10363654]
3384,23070,[364.40423368]
3385,40955,[-39.37679326]
3386,94492,[-165.75945746]
3387,24434,[494.35100603]
3388,40859,[150.78307572]
3389,98766,[128.30951938]
3390,45451,[-84.4462627]
3391,97277,[53.51631771]
3392,36007,[-93.90374589]
3393,79115,[-191.21930175]
3394,55546,[68.93346744]
3395,65374,[-370.212162]
3396,66295,[-16.62162888]
3397,99060,[-50.09356145]
3398,97665,[144.57608711]
3399,35626,[-276.36581939]
3400,89302,[-24.25820303]
3401,26077,[159.63896573]
3402,34169,[10.85760377]
3403,95112,[102.10313529]
3404,90075,[-33.6358496]
3405,23447,[-118.61003836]
3406,38184,[155.84996847]
3407,35453,[165.21097518]
3408,86348,[-199.13908117]
3409,54513,[123.49119111]
3410,38150,[246.8323377]
3411,35210,[217.40380811]
3412,52670,[-14.5965555]
3413,83030,[63.5272119]
3414,43422,[119.76317961]
3415,82818,[214.28824753]
3416,48427,[363.88659312]
3417,90999,[32.1612068]
3418,26893,[-78.35228775]
3419,95620,[-37.1874584]
3420,69256,[-172.86144529]
3421,24801,[-180.28858731]
3422,55107,[332.91339]
3423,39186,[-52.32190316]
3424,28629,[-128.19458221]
3425,74317,[114.72015068]
3426,25644,[363.29894173]
3427,57171,[-38.89147381]
3428,43155,[71.18166919]
3429,67632,[86.48436118]
3430,66897,[-77.80975009]
3431,83577,[100.28029812]
3432,53039,[-374.47487909]
3433,25556,[413.1843943]
3434,24746,[76.40105505]
3435,54646,[206.70822187]
3436,70308,[95.66111073]
3437,44074,[-431.22674131]
3438,85374,[174.95451754]
3439,38030,[-140.44109415]
3440,79417,[125.04652448]
3441,84753,[-163.73004277]
3442,23981,[358.98367441]
3443,54236,[162.60482657]
3444,32199,[-173.60620565]
3445,29351,[263.42068358]
3446,49178,[57.44786789]
3447,23453,[194.01782178]
3448,96918,[-8.32619124]
3449,65770,[-446.5175967]
3450,69229,[-1.53128042]
3451,77653,[-219.08588824]
3452,61358,[62.69596026]
3453,95089,[20.80747828]
3454,83088,[415.57981719]
3455,30578,[-173.48234994]
3456,45189,[33.45936779]
3457,40554,[-57.90095488]
3458,45822,[-7.9472506]
3459,79442,[50.17083088]
3460,98533,[183.64251973]
3461,28026,[-535.88053452]
3462,63322,[-215.34029381]
3463,72700,[18.71249966]
3464,34358,[93.74098046]
3465,73914,[-470.16089366]
3466,20159,[165.9390481]
3467,79071,[190.77186083]
3468,99660,[138.42447021]
3469,97083,[197.4866568]
3470,42088,[17.15349279]
3471,75782,[92.60983679]
3472,32215,[-26.20174269]
3473,35284,[209.78678298]
3474,21940,[328.82439391]
3475,73881,[245.28828651]
3476,73923,[-194.94021512]
3477,78591,[48.64459618]
3478,95626,[-225.68504559]
3479,22100,[-170.91671709]
3480,26860,[55.04973362]
3481,45334,[16.69733648]
3482,75955,[-166.95420083]
3483,87707,[360.33815732]
3484,59565,[-57.37035221]
3485,37529,[-65.84957877]
3486,22986,[-498.43989688]
3487,27293,[-29.23741201]
3488,89545,[177.00343967]
3489,33057,[-122.08985661]
3490,42869,[-272.70247213]
3491,93810,[-13.05856488]
3492,44558,[-465.74200648]
3493,59000,[-31.40336013]
3494,88470,[-269.06800212]
3495,55203,[162.59649382]
3496,41132,[70.11675514]
3497,78553,[479.25355067]
3498,21005,[-129.3839752]
3499,57332,[516.5635208]
3500,80039,[-210.74408137]
3501,66980,[319.77150733]
3502,95047,[-104.09152179]
3503,88858,[143.89546141]
3504,70121,[-11.88932368]
3505,75035,[-81.2491002]
3506,95553,[-293.14761272]
3507,51608,[-117.66523021]
3508,98394,[-197.97293626]
3509,44987,[15.22031078]
3510,49985,[-107.77143284]
3511,70654,[-225.52720183]
3512,41368,[106.30494647]
3513,21570,[227.11284618]
3514,32631,[-402.02685591]
3515,90318,[-103.81272232]
3516,27086,[388.89213705]
3517,73318,[-151.45679512]
3518,83791,[101.54322216]
3519,98210,[-63.20459703]
3520,89950,[-227.21295123]
3521,51617,[-181.39615382]
3522,89868,[289.95736559]
3523,78542,[-319.37822818]
3524,49129,[98.53615657]
3525,68826,[77.15022104]
3526,35292,[-334.95930558]
3527,45036,[-28.26559884]
3528,81255,[-92.1247404]
3529,23968,[-150.0363393]
3530,38944,[219.54424207]
3531,91257,[-0.69106305]
3532,44166,[14.63073107]
3533,61534,[-2.03047116]
3534,63104,[-183.02558314]
3535,98564,[39.68193171]
3536,41967,[396.73507877]
3537,63980,[314.161059]
3538,99101,[-217.7490909]
3539,53578,[10.63114122]
3540,92311,[111.08658139]
3541,92719,[48.4067207]
3542,53284,[-129.06163141]
3543,95301,[-130.47678339]
3544,85062,[11.45504351]
3545,66183,[-62.24516656]
3546,73206,[-282.78942991]
3547,25434,[382.20297589]
3548,63079,[258.16337681]
3549,75671,[-21.43093255]
3550,59797,[-260.74702612]
3551,83420,[811.50168458]
3552,86062,[310.48420872]
3553,84946,[295.11129692]
3554,36340,[150.93174323]
3555,38589,[-42.42450762]
3556,78719,[260.60357193]
3557,26376,[14.42043887]
3558,32085,[367.30702827]
3559,86841,[-70.15441078]
3560,65363,[-428.4797189]
3561,58056,[262.87567348]
3562,22609,[621.91269075]
3563,84555,[-189.20735179]
3564,62053,[-321.3355405]
3565,90977,[45.86755852]
3566,50729,[140.36189121]
3567,97362,[-241.3600051]
3568,34264,[-126.39645957]
3569,40384,[100.69673812]
3570,49491,[-196.55633709]
3571,50910,[-36.91318137]
3572,25366,[400.36263832]
3573,92606,[90.30950661]
3574,66202,[-170.8831376]
3575,85777,[24.29117923]
3576,36393,[-211.65676253]
3577,66323,[436.03740548]
3578,63888,[-145.44835674]
3579,86472,[-334.70515634]
3580,21063,[426.95054862]
3581,51798,[-347.34711313]
3582,76110,[-156.09633537]
3583,84855,[221.92478788]
3584,77731,[-395.10279543]
3585,96982,[-409.93527931]
3586,50522,[-207.68489751]
3587,61239,[-366.83342855]
3588,93665,[127.35302054]
3589,20202,[-22.48959516]
3590,48374,[68.10869714]
3591,49608,[44.32634639]
3592,47357,[74.91395234]
3593,69701,[14.3904475]
3594,67880,[341.67798398]
3595,78274,[12.80089942]
3596,82552,[-180.67354826]
3597,93729,[-361.40171036]
3598,43886,[-42.13390304]
3599,89281,[-217.01861138]
3600,61032,[-267.0781816]
3601,33128,[17.50808598]
3602,67863,[143.5181436]
3603,77053,[362.6318629]
3604,51913,[-130.48590724]
3605,57685,[-198.10150266]
3606,68074,[-5.43854865]
3607,45816,[-355.43356559]
3608,73313,[-280.16706075]
3609,27042,[58.4532117]
3610,92112,[-44.64040502]
3611,99538,[-273.72480343]
3612,34217,[-309.40721334]
3613,73220,[-104.53426166]
3614,61180,[-268.40700124]
3615,55831,[-211.25657948]
3616,96722,[491.7202705]
3617,65581,[-290.74640114]
3618,89734,[-158.77953828]
3619,50779,[158.43061354]
3620,55525,[361.31740097]
3621,97022,[-236.98515459]
3622,89158,[29.32988274]
3623,71623,[33.93589309]
3624,53480,[35.41529867]
3625,74079,[-20.28005246]
3626,97715,[48.19434653]
3627,83966,[-44.6958311]
3628,43902,[50.90451906]
3629,59741,[-125.45284779]
3630,90410,[218.5137588]
3631,22285,[-164.65291265]
3632,67998,[177.36705836]
3633,38185,[47.00283117]
3634,48821,[-122.87895696]
3635,78893,[276.43263213]
3636,98607,[-66.36890565]
3637,60476,[271.47370965]
3638,75484,[492.26056854]
3639,55943,[44.45691032]
3640,50022,[-20.16406178]
3641,62657,[-264.25125806]
3642,54709,[55.62286824]
3643,72201,[-165.64420683]
3644,99370,[418.84294365]
3645,38746,[94.60112514]
3646,21051,[59.42398233]
3647,66382,[-314.61735616]
3648,94946,[-232.1516498]
3649,21687,[43.72454586]
3650,62721,[436.20861651]
3651,93323,[473.07387112]
3652,98978,[-170.11962572]
3653,78928,[-293.36800607]
3654,25154,[-29.19737225]
3655,86503,[234.74344058]
3656,20496,[209.79912886]
3657,87688,[-94.51008013]
3658,79718,[-211.20078807]
3659,25085,[-168.20629953]
3660,59708,[-24.88758327]
3661,66276,[68.4321779]
3662,58630,[80.54256223]
3663,23310,[-332.43522688]
3664,20826,[-206.97483603]
3665,27575,[-378.20893291]
3666,69497,[60.23815996]
3667,64728,[-16.37277844]
3668,22421,[39.21037102]
3669,86153,[11.69649119]
3670,59407,[304.08165075]
3671,81599,[-102.91020886]
3672,86740,[-174.02419687]
3673,85840,[-7.57128206]
3674,28852,[-218.10498017]
3675,20353,[-42.25604637]
3676,83232,[41.21153637]
3677,26657,[34.09019711]
3678,59572,[-442.30634421]
3679,21850,[46.45954249]
3680,70766,[-306.05370972]
3681,97575,[32.58161176]
3682,42163,[-47.58753443]
3683,22873,[175.15024288]
3684,38453,[67.0905655]
3685,29315,[121.07560681]
3686,66898,[-187.2656908]
3687,34695,[19.71705038]
3688,82985,[-34.63861146]
3689,64939,[-269.9743758]
3690,48090,[119.02875236]
3691,55124,[-89.93826028]
3692,97759,[99.96130083]
3693,33418,[68.71151961]
3694,25066,[-50.82778846]
3695,24524,[-63.27139868]
3696,52653,[21.73730612]
3697,24514,[-115.25610349]
3698,46598,[-167.27181595]
3699,44499,[146.4756865]
3700,70434,[-401.72201855]
3701,98864,[-173.87493709]
3702,64546,[132.1812727]
3703,39227,[66.92140081]
3704,32457,[-238.4269693]
3705,99853,[-441.91802077]
3706,95590,[-151.94001092]
3707,39977,[40.09413706]
3708,33984,[129.67144898]
3709,36836,[171.62850947]
3710,21303,[440.78578986]
3711,89755,[-62.26066339]
3712,33572,[191.87025164]
3713,78850,[60.00089681]
3714,32936,[-264.28855562]
3715,21026,[-135.76700912]
3716,44721,[546.73820471]
3717,65117,[199.3770401]
3718,59456,[-177.52747431]
3719,25945,[294.29448591]
3720,68580,[-190.46195985]
3721,71547,[-113.74473076]
3722,92176,[118.93427021]
3723,73225,[-5.14963776]
3724,51144,[269.47423602]
3725,97609,[24.65464292]
3726,43284,[488.81367161]
3727,48767,[-155.48379175]
3728,71471,[-254.88764221]
3729,71171,[279.2224359]
3730,86290,[105.18757752]
3731,54230,[-61.74162654]
3732,71586,[-6.40622947]
3733,74219,[-188.38576644]
3734,44221,[-64.96134748]
3735,71020,[302.54989867]
3736,22528,[331.90910847]
3737,72001,[9.38148021]
3738,69404,[-145.37319248]
3739,82538,[-241.93182642]
3740,59427,[-153.88503725]
3741,92717,[-127.74330671]
3742,69633,[189.96040419]
3743,44420,[170.14976464]
3744,34357,[-348.63024722]
3745,73514,[390.80507397]
3746,23448,[-80.38926159]
3747,97293,[103.07137576]
3748,89067,[348.68785579]
3749,79858,[317.12361141]
3750,55126,[132.46186022]
3751,74411,[15.01455333]
3752,82638,[-22.2134931]
3753,96402,[-147.47575076]
3754,25919,[-214.63914953]
3755,48811,[153.45527116]
3756,20286,[247.97070834]
3757,21712,[-203.34618325]
3758,77444,[4.8474675]
3759,31495,[389.63971526]
3760,72744,[-105.65684083]
3761,94217,[-300.90975084]
3762,63805,[252.72352301]
3763,49119,[-159.78955261]
3764,35880,[130.80396862]
3765,23821,[-343.42989109]
3766,77841,[229.67725338]
3767,38254,[341.08087176]
3768,70172,[-103.8269349]
3769,55156,[425.14689151]
3770,54970,[-160.61960159]
3771,54629,[-48.94932546]
3772,56502,[-209.00422982]
3773,57922,[121.97505516]
3774,43943,[-161.05897829]
3775,87057,[222.18123497]
3776,30471,[-118.83321367]
3777,89750,[477.66668862]
3778,33923,[-40.32965189]
3779,97590,[248.02174333]
3780,69780,[121.41802181]
3781,56978,[-51.62333559]
3782,43967,[-97.31220721]
3783,48338,[-515.11645734]
3784,41603,[-0.56856676]
3785,77518,[21.82212217]
3786,94671,[-145.3014966]
3787,53185,[107.53312487]
3788,53622,[-217.81913289]
3789,51014,[71.11828723]
3790,82464,[-368.42996251]
3791,90713,[-98.79855261]
3792,74212,[103.59725816]
3793,64018,[266.52829891]
3794,98257,[-50.53579644]
3795,71626,[393.33561471]
3796,84972,[-88.75415348]
3797,30638,[-176.9630431]
3798,58017,[-338.07470116]
3799,47121,[-433.69343793]
3800,82910,[187.74938126]
3801,78409,[226.9140256]
3802,87836,[242.98948538]
3803,30739,[-112.19519024]
3804,56614,[271.4873222]
3805,44682,[-209.4930171]
3806,77232,[-40.43299506]
3807,51427,[310.40508217]
3808,29900,[-119.4655449]
3809,94366,[-89.27900575]
3810,22129,[98.57621324]
3811,39303,[264.41189197]
3812,26625,[266.56529745]
3813,79974,[6.27748613]
3814,98737,[-145.35057912]
3815,89864,[-51.18730012]
3816,52188,[-49.8942328]
3817,39843,[31.71089577]
3818,76495,[-52.16957461]
3819,20698,[434.88016146]
3820,26311,[-438.5237274]
3821,82634,[97.66335057]
3822,24976,[-61.70281622]
3823,76754,[375.40513682]
3824,24419,[281.66600639]
3825,38544,[-276.35126334]
3826,65814,[23.86026238]
3827,22621,[90.93799115]
3828,80013,[-26.53135713]
3829,78831,[133.95898735]
3830,63187,[23.50447779]
3831,36155,[1.98203813]
3832,28045,[-60.62583614]
3833,72724,[90.25332827]
3834,64310,[-220.90834989]
3835,32342,[221.85178756]
3836,85007,[-330.5892882]
3837,69770,[270.88702641]
3838,28712,[123.00677175]
3839,85217,[343.63360453]
3840,23553,[-290.85446791]
3841,96484,[-146.31295404]
3842,73759,[168.05179601]
3843,27142,[25.355757]
3844,23293,[224.3315028]
3845,77698,[-63.22536221]
3846,70724,[443.09290131]
3847,73026,[-189.77467032]
3848,38508,[48.00503329]
3849,58509,[-0.35660382]
3850,85578,[472.95438524]
3851,95716,[186.19875209]
3852,82933,[113.40192646]
3853,27462,[203.42160049]
3854,60968,[-94.00932945]
3855,80679,[-372.48377566]
3856,32611,[227.80817975]
3857,34697,[-324.12727988]
3858,45692,[-319.1260495]
3859,61104,[91.40098278]
3860,48011,[-19.68123701]
3861,50833,[-186.25248432]
3862,49902,[129.44252204]
3863,51061,[244.9445509]
3864,77892,[204.64963161]
3865,29716,[12.13925115]
3866,53253,[-292.29545314]
3867,28478,[497.90586537]
3868,78039,[154.36479001]
3869,79298,[-377.23799144]
3870,85391,[-293.44748634]
3871,83632,[-174.12896983]
3872,97134,[-74.95962732]
3873,62346,[-21.47058222]
3874,73845,[-164.1424552]
3875,81404,[-9.27120335]
3876,51229,[-358.08745944]
3877,35823,[-423.37129919]
3878,96900,[-180.04083324]
3879,47846,[-165.67203765]
3880,47090,[134.53166906]
3881,24205,[99.10727968]
3882,81798,[-34.04025904]
3883,38022,[250.44096057]
3884,96375,[-266.31548664]
3885,43686,[34.9091399]
3886,69700,[-193.32896263]
3887,34795,[313.05711248]
3888,57892,[234.06381856]
3889,93436,[110.04346485]
3890,91845,[131.19176981]
3891,27336,[-21.10723059]
3892,74440,[114.11701209]
3893,39604,[29.17303968]
3894,46166,[100.30151789]
3895,87253,[280.51717025]
3896,37492,[-320.97320516]
3897,28916,[-102.68109123]
3898,42866,[-14.35024375]
3899,77357,[112.42384666]
3900,25451,[-97.73245368]
3901,49904,[191.31069261]
3902,44126,[-291.43874283]
3903,99971,[46.87934306]
3904,37162,[152.38404013]
3905,62318,[222.87251992]
3906,76822,[-392.41395059]
3907,79079,[-109.20571321]
3908,44695,[-348.40438456]
3909,65395,[-468.35538565]
3910,33180,[249.30829018]
3911,63782,[-120.53573143]
3912,22045,[-124.86914686]
3913,50887,[-212.05652667]
3914,36479,[392.68936246]
3915,86662,[199.96288589]
3916,21515,[-4.64230454]
3917,95446,[161.91365819]
3918,59251,[-310.60952304]
3919,92579,[-7.18052232]
3920,40755,[88.90512073]
3921,76314,[297.57003928]
3922,21810,[159.78051939]
3923,63247,[17.778034]
3924,96373,[56.35578188]
3925,27284,[-240.50148974]
3926,44321,[-487.62188521]
3927,34906,[73.87978312]
3928,27386,[249.02904392]
3929,71430,[172.71957761]
3930,41207,[67.99436349]
3931,89762,[165.81739221]
3932,58756,[-623.71169842]
3933,92679,[-0.97401008]
3934,66859,[49.37993179]
3935,79574,[249.19067776]
3936,66423,[-128.28728407]
3937,43624,[237.78222771]
3938,46518,[4.57573066]
3939,92737,[-321.73669801]
3940,26210,[-157.10059923]
3941,79245,[-88.85464214]
3942,64955,[0.42898419]
3943,55524,[-294.04591311]
3944,49273,[153.53315702]
3945,48380,[129.50627151]
3946,66615,[94.7392919]
3947,34342,[631.0946524]
3948,67486,[-80.76935463]
3949,37709,[-309.5275201]
3950,80343,[74.55382427]
3951,74050,[-160.42256388]
3952,27133,[77.1938831]
3953,94045,[-294.63889776]
3954,34945,[172.84290839]
3955,31182,[-79.64835455]
3956,90208,[-6.08027959]
3957,83390,[-378.76488054]
3958,53539,[-32.56706694]
3959,52664,[13.41056053]
3960,86479,[-31.44827344]
3961,85735,[-225.97954613]
3962,84032,[2.7054928]
3963,31208,[275.10496547]
3964,59705,[169.56382737]
3965,55312,[-242.08305589]
3966,69004,[-64.07223052]
3967,51969,[-337.44726973]
3968,47203,[-257.26471878]
3969,98103,[18.60605164]
3970,59860,[-272.5667565]
3971,69246,[-32.46604092]
3972,77631,[442.74423575]
3973,69021,[-13.96413106]
3974,90209,[11.59266535]
3975,93384,[-98.52387392]
3976,21109,[-23.39740931]
3977,59433,[-182.58975555]
3978,67283,[-401.40140831]
3979,97291,[250.164042]
3980,80268,[-262.15361533]
3981,30137,[316.32152059]
3982,99352,[-247.10871734]
3983,30116,[-148.13728398]
3984,81129,[164.37733298]
3985,76235,[-57.95147761]
3986,58301,[-29.71384581]
3987,78520,[-327.6378011]
3988,21938,[-36.58338381]
3989,89428,[17.80304212]
3990,90630,[-102.67142801]
3991,38980,[7.16591231]
3992,74720,[54.53008572]
3993,88983,[105.4259334]
3994,72868,[39.85140658]
3995,81832,[195.70960646]
3996,67557,[96.81546497]
3997,45146,[-268.01640422]
3998,77847,[-61.11473664]
3999,97390,[-308.704965]
4000,45563,[-45.66642264]
4001,74614,[-225.22444831]
4002,57991,[5.95004304]
4003,83262,[-323.07441337]
4004,59499,[15.51664453]
4005,21643,[-26.39850273]
4006,48482,[-150.88162325]
4007,91742,[-77.57518224]
4008,46330,[74.90966441]
4009,97483,[126.81526791]
4010,53686,[145.1003415]
4011,74044,[66.52862514]
4012,92992,[-178.96138822]
4013,41401,[139.8836588]
4014,97475,[-264.91446477]
4015,52768,[-156.25681495]
4016,21064,[242.38987735]
4017,50532,[256.43917766]
4018,39024,[-301.35536758]
4019,29113,[115.9268724]
4020,92666,[-172.46118966]
4021,28008,[572.21946381]
4022,49792,[-183.94809489]
4023,38355,[-7.32041738]
4024,65911,[109.8479949]
4025,63927,[109.95638442]
4026,93500,[253.16975381]
4027,37366,[164.8502881]
4028,87036,[19.62065095]
4029,21932,[5.87977249]
4030,27258,[-249.27837332]
4031,58022,[-88.92491633]
4032,95964,[255.70068619]
4033,82346,[351.53908001]
4034,72560,[-134.40504951]
4035,24442,[89.15697015]
4036,95058,[233.45143321]
4037,34549,[156.70334608]
4038,40603,[317.97403124]
4039,55301,[-43.36533852]
4040,67599,[162.01798952]
4041,26900,[1.23233389]
4042,27135,[-467.16093232]
4043,90687,[-13.30105084]
4044,52468,[-386.22846458]
4045,61348,[-72.13879634]
4046,45949,[134.66583505]
4047,89087,[-158.5213674]
4048,51806,[132.72926045]
4049,67666,[-132.72438683]
4050,69948,[-308.21579949]
4051,81429,[230.6134527]
4052,22131,[0.55406726]
4053,85982,[-118.23243472]
4054,71220,[-288.8231336]
4055,60670,[-164.35630441]
4056,37111,[-168.275611]
4057,34595,[168.08986706]
4058,95562,[109.27646596]
4059,50175,[-55.56158996]
4060,68661,[-272.11040018]
4061,97485,[-227.35746256]
4062,71550,[329.9791865]
4063,63761,[117.44152858]
4064,77736,[-302.6199057]
4065,40634,[-420.00304286]
4066,23845,[-485.55004502]
4067,95882,[72.13891976]
4068,45644,[159.96944368]
4069,83708,[-88.11871657]
4070,27945,[-509.509521]
4071,56653,[-48.06191891]
4072,83728,[-189.13279516]
4073,53956,[125.4328025]
4074,84409,[344.43841759]
4075,51637,[185.34293963]
4076,85232,[-0.09441312]
4077,66521,[19.86740887]
4078,92624,[-37.60055733]
4079,76939,[-309.24482931]
4080,97045,[186.71763298]
4081,67246,[76.67503732]
4082,72952,[-34.37101892]
4083,47605,[-224.4345774]
4084,41082,[36.93536116]
4085,98044,[208.1844745]
4086,24593,[38.02518265]
4087,37076,[-200.60439767]
4088,66204,[130.60612931]
4089,95409,[105.42289518]
4090,24780,[-207.45103787]
4091,27702,[82.29020336]
4092,49108,[153.62446885]
4093,96304,[250.85929047]
4094,87518,[399.8650515]
4095,94741,[52.21176238]
4096,80890,[-216.77102692]
4097,24097,[8.80617966]
4098,65507,[-311.24787797]
4099,78721,[264.41888682]
4100,27623,[-264.98059956]
4101,76860,[140.55842202]
4102,44870,[126.31653965]
4103,88085,[-199.96924241]
4104,98040,[-47.43989862]
4105,57550,[38.53666258]
4106,94972,[7.85005081]
4107,84063,[17.14671065]
4108,94089,[-236.98456065]
4109,60509,[-8.23719396]
4110,79551,[-281.81101715]
4111,31971,[283.09439461]
4112,57470,[537.47987835]
4113,53268,[165.97712478]
4114,81813,[-370.25650338]
4115,98935,[347.25804918]
4116,92796,[55.73700624]
4117,57180,[0.34476452]
4118,32351,[-612.3190856]
4119,68205,[371.7516898]
4120,70885,[31.28779299]
4121,77411,[90.54824534]
4122,55771,[37.29122835]
4123,25448,[31.2547965]
4124,55241,[119.06821452]
4125,48032,[391.21561112]
4126,55568,[33.92730871]
4127,28936,[-235.83106774]
4128,96187,[-139.69610893]
4129,83267,[359.11713402]
4130,92205,[-246.91684076]
4131,95664,[-119.72081825]
4132,72718,[-154.82258845]
4133,46075,[-332.77922768]
4134,85065,[-101.24279088]
4135,84785,[-309.8853355]
4136,31291,[-521.17800297]
4137,46495,[120.60453463]
4138,74604,[-179.47227061]
4139,61908,[-179.15912182]
4140,31385,[-416.05108501]
4141,65129,[528.91728631]
4142,88762,[-141.43875542]
4143,91448,[272.75754721]
4144,82348,[-42.87888063]
4145,66349,[59.49653368]
4146,98235,[290.07657922]
4147,66185,[-324.80489119]
4148,81780,[-96.62593653]
4149,87528,[-217.2884247]
4150,37022,[113.16505647]
4151,71591,[190.47087672]
4152,87907,[255.07965719]
4153,87901,[199.47701383]
4154,80787,[-238.37710112]
4155,83479,[-384.55030055]
4156,24830,[-473.5512568]
4157,38327,[120.99108991]
4158,30605,[-74.98684755]
4159,69839,[-86.63476906]
4160,97115,[222.03702696]
4161,43122,[-165.27700697]
4162,56327,[-223.10674225]
4163,48521,[18.83175662]
4164,34250,[-132.14584353]
4165,97396,[239.76951763]
4166,23609,[54.46292973]
4167,94708,[-177.59540739]
4168,35392,[60.20357335]
4169,66451,[-394.920098]
4170,86058,[-125.17052627]
4171,86239,[26.08261375]
4172,29401,[-354.21136275]
4173,36428,[96.88732466]
4174,33456,[201.94703023]
4175,96693,[-346.95918881]
4176,56045,[42.61895494]
4177,41978,[70.9409412]
4178,61331,[117.83618778]
4179,70370,[-551.80819415]
4180,28288,[-281.79755889]
4181,33742,[96.22648769]
4182,23002,[160.06135172]
4183,54656,[-515.66295162]
4184,86518,[-403.72973056]
4185,30165,[-574.18283585]
4186,34155,[-304.43945193]
4187,85451,[-44.11733937]
4188,43249,[-145.8077933]
4189,99772,[-134.65731425]
4190,59090,[-288.61792024]
4191,58848,[316.61530114]
4192,43812,[263.20415751]
4193,20449,[618.34039244]
4194,32322,[171.03779529]
4195,25794,[-154.09791546]
4196,62989,[304.31851946]
4197,36197,[27.37193434]
4198,94790,[-51.03688935]
4199,64962,[129.20191421]
4200,89257,[160.12682168]
4201,47805,[-521.66433543]
4202,83077,[138.05054166]
4203,89101,[-30.41988764]
4204,89117,[-40.1058578]
4205,74071,[28.58997544]
4206,68157,[175.51621902]
4207,43309,[-104.9467193]
4208,93770,[278.09880713]
4209,34230,[-43.20941429]
4210,34438,[-130.8441383]
4211,70613,[-312.51338726]
4212,48006,[55.3901418]
4213,92161,[308.61496628]
4214,83072,[147.04752792]
4215,42945,[-322.49125815]
4216,63562,[52.92945889]
4217,53137,[-230.81213625]
4218,27229,[198.18435041]
4219,41997,[76.65992738]
4220,79207,[-81.93661375]
4221,64570,[45.92454336]
4222,85529,[94.81593342]
4223,97336,[-132.70397303]
4224,46336,[-7.00153082]
4225,50790,[33.40496452]
4226,44146,[23.0175015]
4227,97463,[-639.24325173]
4228,63033,[199.46728185]
4229,65155,[195.62364739]
4230,57954,[-186.79803059]
4231,54464,[-262.55859777]
4232,37391,[234.45230319]
4233,55988,[2.09580734]
4234,32546,[-512.41683989]
4235,46397,[-12.06620448]
4236,20140,[-271.33008276]
4237,99432,[-77.66881665]
4238,23593,[-224.69122661]
4239,69166,[-107.64776829]
4240,64766,[-113.12577043]
4241,65950,[-243.25372064]
4242,36263,[209.29907529]
4243,82623,[30.82931233]
4244,39918,[32.32379379]
4245,74369,[159.30016789]
4246,87003,[-409.17878243]
4247,35513,[-153.61548636]
4248,30955,[132.75751189]
4249,50467,[33.87212747]
4250,72014,[347.06192231]
4251,36186,[-123.48355086]
4252,89825,[52.12988764]
4253,34880,[356.08094417]
4254,51845,[43.89647164]
4255,59169,[362.72109213]
4256,26824,[-147.28046618]
4257,56409,[276.83232253]
4258,38614,[-247.92811583]
4259,81816,[80.08164901]
4260,23837,[316.4082491]
4261,49856,[-130.6462335]
4262,40573,[-220.89880784]
4263,73174,[-224.9063872]
4264,37685,[-75.50973506]
4265,30154,[-164.88787871]
4266,34293,[123.30319878]
4267,73166,[169.64264248]
4268,34279,[-219.3608647]
4269,81074,[-628.96789624]
4270,95360,[-244.28810372]
4271,86232,[-94.00689704]
4272,72865,[66.65574954]
4273,47426,[241.7901542]
4274,98817,[207.50566468]
4275,72251,[-84.39911309]
4276,53877,[-157.36311588]
4277,28268,[-263.08294027]
4278,83660,[-107.80166106]
4279,22626,[37.48355883]
4280,89889,[354.13342649]
4281,34393,[-386.77257793]
4282,74501,[213.68054119]
4283,40479,[122.75091477]
4284,81072,[-76.12911233]
4285,34076,[120.40213545]
4286,93341,[-226.61876738]
4287,82956,[-453.98319676]
4288,23949,[27.1950505]
4289,87500,[286.11810388]
4290,85813,[-67.64042246]
4291,71349,[-600.18006932]
4292,72319,[-264.67587809]
4293,22941,[-75.85244124]
4294,89884,[114.34511792]
4295,35911,[-161.80610638]
4296,46589,[92.52253563]
4297,68108,[-64.84390748]
4298,96249,[17.24543095]
4299,23545,[-16.94405173]
4300,98709,[232.12595072]
4301,99308,[-1.34770355]
4302,64507,[9.20797951]
4303,75141,[-255.23034973]
4304,67274,[-25.38023442]
4305,24888,[-136.08723738]
4306,29360,[-80.96069792]
4307,65600,[155.34900123]
4308,79260,[-4.69713275]
4309,98929,[-347.70461644]
4310,87297,[-180.24227769]
4311,85518,[385.13782724]
4312,75585,[-235.66568601]
4313,66499,[91.15632694]
4314,53927,[-78.10609795]
4315,42826,[-94.41535669]
4316,35694,[70.87001538]
4317,94172,[-56.56489725]
4318,26343,[-116.8578277]
4319,86300,[-231.69571424]
4320,60307,[-18.74155912]
4321,82324,[334.1345045]
4322,39120,[1.51534324]
4323,87678,[195.83203117]
4324,63930,[130.34136351]
4325,47693,[12.9271133]
4326,41428,[-78.00612905]
4327,53617,[-67.43844866]
4328,33754,[1.48503597]
4329,25271,[-194.09427103]
4330,80845,[55.65031554]
4331,65147,[192.02461764]
4332,30883,[-161.92676999]
4333,56724,[-81.84163846]
4334,37354,[-117.13765531]
4335,45014,[-360.56653983]
4336,63869,[-32.90726255]
4337,95353,[-237.97073173]
4338,47189,[-160.54022446]
4339,96102,[-73.85026982]
4340,50738,[379.39399197]
4341,97698,[-165.00936567]
